file,label,page,text,id,surrounding_text,link
11.pdf,DATE,122,"197:22
198:21,22 202:22",,"think 44:14 46:22
51:5 55:8 71:23
75:11 79:9 80:5
80:16,18,19 98:1
102:20 106:4
116:24 119:9,23
120:11,20 122:19
123:6 126:8,11
131:8,19 134:8,13
135:7,20 140:20
149:14 152:25
156:1,12,19 159:6
160:9 168:5,16
169:16 170:4
175:2 181:1
190:13 191:15
192:16 193:9
194:8 197:22
198:21,22 202:22
203:6 206:18
207:23 209:3,15
212:16 213:18",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=122
11.pdf,DATE,122,"165:1

third",,,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=122
11.pdf,DATE,122,"196:11
thousand 210:23",,"thoughtful 196:11
thousand 210:23
thousands 44:11
threat 102:3
threatened 209:16
three 10:11 22:7
23:20 25:10 35:2
52:23 53:5,9 88:7
91:14,20,23
123:20 153:4,5
159:9 173:17
185:25 240:16
253:5 276:15",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=122
11.pdf,DATE,123,"12:20,21
13:2,6 14:9",,"tillett's 118:22
time 10:2,4,6,9,10
11:18,24 12:20,21
13:2,6 14:9 15:6
15:12 16:6,8,16,21
17:5 18:24 20:1
23:2,22,24 24:5,15
26:16,20 27:14,20
27:22 30:13,21
31:6,23 33:11
35:1 36:12 38:22
41:12,13 42:15
44:14,18 46:4,10
47:4 48:3,5 50:22
51:5 52:25 54:12
54:14 56:22 58:11
58:25 59:14 61:8
61:18 62:5 64:4
73:2 76:16 77:14
80:18 81:7,10
85:18,23 86:11
87:13 90:6 93:6
95:22 97:7,25
100:13 104:24
105:6,7 107:20
109:2 116:25
117:14 118:13,19
119:6,10 122:6,12
122:18,23,25
123:14,20 124:9
127:21 131:2,21
132:16,20 133:19
136:1,4,14 137:16",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=123
11.pdf,DATE,123,173:16 176:13,,"139:17 141:16
142:18,20 146:18
149:13 151:17
155:1 157:21
160:1 166:15
167:9,12 168:1,14
168:15 170:16
173:16 176:13
178:2,5,23 179:7
179:23 181:15,15
190:13,17,20
195:6,6 196:18,19
198:3,17,21
200:19 201:13
203:22 206:8
212:12 217:3,9
223:4,9,13 226:24
234:23,23 241:9
244:7 246:8
247:24 251:15,16
253:20,24 254:4
259:13 261:13,16
263:10,11 267:14
273:7,10 274:9
276:10 277:10,14
278:7 280:5",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=123
11.pdf,DATE,123,"181:4
184:17",,"tiny 204:17
title 159:6
today 9:23 24:17
25:6 33:14 47:10
66:16,20 76:5,12
76:13 78:6,10
94:11 101:7,24
106:13 119:17
121:10 136:23
151:1 153:3
154:22 159:1,23
163:5,10 164:24
167:19,25 170:19
170:22 181:4
184:17 193:6
194:9 197:24
224:16 233:12,16
237:6 238:22
242:17 247:24
251:22 252:7,15
253:3,11 256:14
265:24 273:16
275:11 278:7",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=123
11.pdf,DATE,123,"112:13
117:8 122:5,11
123:13",,"toilet 56:6
tokyo 163:4
told 13:21 22:18
26:17,24 33:15
64:4 66:2 67:17
72:17 73:24 90:11
90:13 99:9 104:18
105:17 112:13
117:8 122:5,11
123:13 125:6
146:3 147:21
148:2,4 149:23
157:21 158:7,9,16
159:2,16 162:6,20
163:1,14 174:3
180:1,20,25
189:11 201:1
211:3,24 213:18",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=123
11.pdf,DATE,123,"172:13
177:23",,"213:23 218:10
226:2 247:21
258:13,15 261:12
262:14
tom 8:24
top 44:20 108:25
167:3 172:13
177:23 184:24
187:9 246:23,25
249:6,7",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=123
11.pdf,DATE,123,"179:22 190:6
195:15",,"transcripts 135:9
translucent 87:10
transpired 13:22
13:24 38:7 45:23
52:17 53:1 64:1
69:6,14,19 71:6
72:5 83:8 96:3
105:3 135:15
179:22 190:6
195:15 197:10
221:6 225:14
244:6 258:14
267:19",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=123
11.pdf,DATE,124,"158:11
161:6 165:6
168:24",,"trying 39:12 53:2
104:20 130:24
157:18 158:11
161:6 165:6
168:24 170:5
193:12 209:13
210:25 227:7
tucked 245:18",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=124
11.pdf,DATE,124,"103:16 110:17
111:8 113:17
123:11 133:13",,"undersigned 280:1
understand 22:15
23:2 32:6 38:21
47:2 57:16 71:4
78:3 102:16
103:16 110:17
111:8 113:17
123:11 133:13
145:4,7 147:14
164:25 178:23,24
189:24 211:7
238:24 262:5
274:6",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=124
11.pdf,DATE,124,"107:18
112:13 137:19,19
145:20",,"25:12 28:23 31:5
53:24 54:22 55:23
59:13 63:12,22,24
73:1 76:25 87:2
91:25 93:21 97:22
98:5 102:20
105:16 107:18
112:13 137:19,19
145:20 147:12
195:5 208:12
213:15 219:5
220:6,9 225:12,16",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=124
11.pdf,DATE,124,"147:12
195:5 208:12",,"25:12 28:23 31:5
53:24 54:22 55:23
59:13 63:12,22,24
73:1 76:25 87:2
91:25 93:21 97:22
98:5 102:20
105:16 107:18
112:13 137:19,19
145:20 147:12
195:5 208:12
213:15 219:5
220:6,9 225:12,16",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=124
11.pdf,DATE,125,"179:13
207:16",,"upstairs 124:25
174:4 179:13
207:16 216:20
use 29:2 40:10,18
40:22 41:2 132:13
202:13,14,15
241:6 245:25
usual 9:25 79:16
usually 204:12
utilized 78:1
utter 156:7 161:13
v",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=125
11.pdf,DATE,125,"132:15,19 190:16",,"videographer 4:16
8:4,12 9:11,15
80:23 81:6,9
132:15,19 190:16
190:19 223:8,12
253:23 254:3
273:6,9 277:9,13
278:5",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=125
11.pdf,DATE,125,"107:10
107:20",,"101:9,14 102:15
103:8,15 107:10
107:20 108:20
109:16 110:23
111:1,14,18 112:4
115:3 117:15
119:8,15 120:3
121:13 122:14
126:23 127:8,22
129:16 130:2,8
131:11,16 132:11
132:13 142:2,7
146:22,25 147:5
165:23 191:8
223:3,7 231:3
232:22 240:2,6,8
240:23 259:4
261:9 263:4
264:17,20 266:18
273:3 275:19
277:4,15",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=125
11.pdf,DATE,125,"108:20
109:16",,"101:9,14 102:15
103:8,15 107:10
107:20 108:20
109:16 110:23
111:1,14,18 112:4
115:3 117:15
119:8,15 120:3
121:13 122:14
126:23 127:8,22
129:16 130:2,8
131:11,16 132:11
132:13 142:2,7
146:22,25 147:5
165:23 191:8
223:3,7 231:3
232:22 240:2,6,8
240:23 259:4
261:9 263:4
264:17,20 266:18
273:3 275:19
277:4,15",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=125
11.pdf,DATE,125,"108:3 114:17,23",,"wales 11:6
walk 178:14
walked 65:8,10
108:3 114:17,23
200:12 206:11
207:8,10 210:8
220:18,21 222:9
231:13",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=125
11.pdf,DATE,125,"139:22
141:6,9,16",,"walls 87:9 144:13
want 10:13 11:13
13:7,11 19:19
22:24 23:20 25:4
25:9 26:7 29:14
30:16 35:1 39:22
46:12 49:22 55:14
59:16 71:5 74:14
75:5 76:10 78:4
88:6 93:8 96:9
97:10,11,11
102:16 106:17
110:1 112:17
113:24 114:8
121:8 124:5
129:24 139:22
141:6,9,16 145:18
148:7 150:25",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=125
11.pdf,DATE,126,"173:13
179:16 181:25
184:15",,"153:11,13 156:13
163:25 164:2,2,12
164:24,24 165:2
167:13 173:13
179:16 181:25
184:15 185:3
193:10 199:2
205:7 208:1
209:13 211:10
216:22 217:7,12
217:13,14,16,19
217:22 218:5,16
219:1,4,6,15
220:13 221:12
235:5,10 236:7,15
240:21 241:13
253:5 258:19
272:13,14,15
277:5",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=126
11.pdf,DATE,126,"149:4
153:14,22 154:11
155:16 164:14,14",,"15:18,24 18:21,22
35:8 62:2 77:8
85:6 87:1 91:23
92:18 94:24 128:2
130:16 149:4
153:14,22 154:11
155:16 164:14,14
168:7 187:18
189:19 192:3
193:2 194:11,11
196:2,7 199:5,8
210:2 218:10,13
218:16 225:23
234:1 238:8
243:14 249:15
251:3 255:23
261:12 263:20
264:24",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=126
11.pdf,DATE,126,"192:3
193:2",,"15:18,24 18:21,22
35:8 62:2 77:8
85:6 87:1 91:23
92:18 94:24 128:2
130:16 149:4
153:14,22 154:11
155:16 164:14,14
168:7 187:18
189:19 192:3
193:2 194:11,11
196:2,7 199:5,8
210:2 218:10,13
218:16 225:23
234:1 238:8
243:14 249:15
251:3 255:23
261:12 263:20
264:24",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=126
11.pdf,DATE,126,"40:18

week",,,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=126
11.pdf,DATE,126,"weeks 22:7,25

52:9",,,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=126
11.pdf,DATE,126,"107:17,18
110:9 207:16,18
210:10,11",,"weird 124:21
went 72:18 76:23
77:1,9 78:23 80:5
80:6 107:17,18
110:9 207:16,18
210:10,11 211:3,4
211:14,24,25
213:3 216:14,24
217:10 261:19
268:20
whatsoever",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=126
11.pdf,DATE,126,"112:2
120:13 152:4,8,11",,"whitney 46:12,15
46:16,18 246:8
wife 11:12 15:14
15:16 16:2,6
20:25 22:5 43:2
94:14 95:18 112:2
120:13 152:4,8,11
152:13,23 156:15
180:16 192:25
216:1 231:8
233:17 238:3
244:10",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=126
11.pdf,DATE,126,"252:10

Veritext Legal Solutions",,,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=126
11.pdf,DATE,126,"116:13
194:3,4,6 206:21",,"wine 40:16 48:12
52:1,5,7 62:14
65:11,15 104:1,5
109:13 110:21,21
113:12 116:13
194:3,4,6 206:21
216:25 220:21,22
220:24 230:19,20
231:19,19
wish 97:13
wishes 145:2
withdraw 196:6
withdrawn 139:24
175:10 186:21
219:15 220:5
224:8 229:7
230:12 238:2
witness 3:17 5:3",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=126
11.pdf,DATE,126,"185:8,11
189:16 190:12,13",,"5:16 8:16,17 9:13
9:14 10:15 13:20
18:12 29:7,8,19
32:5,12 36:22
37:7,12,20 38:3,12
40:23 61:25 64:16
70:16,18 79:4
80:20 84:4 101:16
107:12,22 109:5
112:7 115:7 117:4
120:5 122:17,23
127:10,23 130:4
130:10 131:16
139:2 142:4,9
143:20 147:6,17
158:11 162:14,23
164:11 170:5,8
175:23 182:19
184:18 185:8,11
189:16 190:12,13
195:18 201:21
211:17,18 214:18
232:21 233:1,10",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=126
11.pdf,DATE,127,"152:19,21
204:19",,"67:23 68:2 70:11
150:20,21 151:2
151:21 152:19,21
204:19 272:2,5
wondering 28:19
wonders 250:17
word 53:13 82:18
108:21 200:23
221:13",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=127
11.pdf,DATE,127,"178:3
179:10 262:4",,"175:3,21 245:6
written 124:17,20
158:12 173:23
175:9,17 177:1,7
177:12,19 178:3
179:10 262:4",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=127
11.pdf,DATE,127,"215:7
215:10",,"128:16 129:7
134:20 140:20
164:23 166:10
172:9 175:12
190:15 191:2,10
192:10 195:9
199:10 212:18
214:5,13,15 215:7
215:10 230:6
240:25 241:6
246:12 250:8",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=127
11.pdf,DATE,144,"21
21st
29th",,"21
21st
29th
2:45",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=144
11.pdf,timexy,144,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=144
11.pdf,timexy,145,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=145
11.pdf,timexy,146,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=146
11.pdf,timexy,147,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=147
11.pdf,DATE,147,"Monday
months",,"minutes
Misstates
moment
Monday
months
mutilated",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=147
11.pdf,timexy,148,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=148
11.pdf,DATE,148,six -month,,"Sir
sit
six -month
slow
sofa",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=148
11.pdf,timexy,149,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=149
11.pdf,DATE,149,"year
years",,"year
years",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=149
11.pdf,timexy,163,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","Officer Tyler Hadden
July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=163
11.pdf,DATE,163,"17:5,7,23

18:8 26:16",,,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=163
11.pdf,timexy,164,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","Officer Tyler Hadden
July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=164
11.pdf,timexy,165,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","Officer Tyler Hadden
July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=165
11.pdf,DATE,165,"21:16 33:4,7",,"18:21
21:16 33:4,7,
18
hurt
husband",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=165
11.pdf,timexy,166,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","Officer Tyler Hadden
July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=166
11.pdf,DATE,166,"Monday
month
morning",,"missed
moment
Monday
month
morning
10:6
mutilated",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=166
11.pdf,timexy,167,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","Officer Tyler Hadden
July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=167
11.pdf,timexy,168,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=168
11.pdf,DATE,168,six -month,,"situation
six -month
so- called
solemnity
South
speak",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=168
11.pdf,timexy,169,"July 18, 2016","TIMEX3 type=""DATE"" value=""2016-07-18T00:00:00""","Officer Tyler Hadden
July 18, 2016",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=169
11.pdf,DATE,169,"week
weeks",,"ways
weapons
week
weeks
weird
west",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=169
11.pdf,timexy,170,7/7/2016,"TIMEX3 type=""DATE"" value=""2016-07-07T00:00:00""",7/7/2016,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=170
11.pdf,timexy,170,7/7/2016,"TIMEX3 type=""DATE"" value=""2016-07-07T00:00:00""",7/7/2016,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=170
11.pdf,timexy,170,16/05/22,"TIMEX3 type=""DATE"" value=""2022-05-16T00:00:00""","05/21/16 22:09 TELETYPE FROM NYPD ICAD #D16052125292, FEMALE STATED SHE WAS ON PHONE
05/21/16 22:09 WITH HER FRIEND AND SHE BEGAN SCREAMING AT HER HUSBAND, SUB) ^AMBER
17
P
05/21/16 22:09 HEARD ^, HUSBAND ""JOHNNY HEARD"" M/W 53 YRS, 511, NFD /NFI
05/21/16 22:09 Units Recomrrended:BPD /1A85 -W3 PD /1A85 -W3 BPD/1A85-W3 BPD /1A85-W3 BPD /1A85 -W3 37
05/21/16 22:09 LOC INFO REVIEWED: S
05/21/16 22:09 IN PENTHOUSE #3
05/21/16 22:09 Apartment Number CHANGED To: 3
05/21/16 22:16 Stacked Incident LPDLPD160521005437 To:PD /1A61 -W3
05/21/16 22:16 Stacked IncAck'd LPDLPD160521005437 By: PD /1A61 -W3
05 /21/16 22:17 Stat: DS PD /1A61 W3 Loc: 840 S BROADWAY
05/21/16 22:17 Stat: ER PD /1A61 -W3 Lac: 849 S BROADWAY
05/21/16 22:17 Primary Unit Changed PD1A61 -W3
05/21/16 22:17 ,Unit CHANGED To: PD1A61 -W3
05/21/16 22:24/Stat: AS PD /1A61 -W3 Loc: 849 S BROADWAY
05/21/16 23:021
05/21/16 23:021Stacked IncAck'd LPDLPD160521005437 By:PD /1A61 -W3
05/22/16
03:00 Stat: DS PD /1A61 -W3 Loc: 849 S BROADWAY
05/22/16
03:01 Stat: AS PD /1A61 -W3 Loc: 849 S BROADWAY
05/22/16 03:01 RELATED TO PREY INC. VERBAL ARGUMENT ONLY. CHECKED RES.
05/22/16 03:01 Stat: CL PD /1A61 -W3
05/22/16 03:01 Incident Closed: 16/05/22 03:01
05/22/16 03:01 Disposition #1 CHANGED To: GOASN:GONE ON ARRIVAL SUPV NO
05/22/16 03:01 GOASN:GONE ON ARRIVAL SUPV NO",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=170
11.pdf,DATE,170,"/V8970

PD",,,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=170
11.pdf,DATE,170,"/V8970

PD",,,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=170
11.pdf,timexy,172,"May 21, 2016","TIMEX3 type=""DATE"" value=""2016-05-21T00:00:00""","On May 21, 2016, I was in my condominium with Joshua when I received a text",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=172
11.pdf,DATE,173,the past few years,,"Many times over the past few years, Amber has confided and complained to me",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=173
11.pdf,DATE,174,"this 27th day of May, 2016",,"foregoing is true and correct. Executed this 27th day of May, 2016 at Los Angeles, California.",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=174
11.pdf,DATE,175,"this 27th day of May, 2016",,"foregoing is true and correct. Executed this 27th day of May, 2016 at Los Angeles, California.",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=175
11.pdf,DATE,180,her big day,,"Hey Josh, I hope you and Rocky got some
sleep last night. I don't want to bother her
on her big day but the lawyers asking for
brief statements from you guys, as
witnesses, so that she can file the
appropriate way for a restraining order...
Is there anyway that you could just write
a brief statement this would happen and
email it to her or email it to me and I'll
forward it to her. Doesn't have to be fancy
or even well- written, nothing like that,
just basic brief play -by -play of what you
ic s3:00AN",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=180
11.pdf,DATE,183,"24, 2014",,"Ma y 24, 2014, Flight from Bos ton, Ma s s a chus e tts  to Los  Ange le s , Ca lifornia :",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=183
11.pdf,DATE,183,"24, 2014",,"Ma y 24, 2014, Flight from Bos ton, Ma s s a chus e tts  to Los  Ange le s , Ca lifornia :",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=183
11.pdf,timexy,184,"May 25, 2014","TIMEX3 type=""DATE"" value=""2014-05-25T00:00:00""","me on May 25, 2014 to pass along Johnny's apologies for his behavior during the flight. Stephen",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=184
11.pdf,timexy,184,"May 25, 2014","TIMEX3 type=""DATE"" value=""2014-05-25T00:00:00""","me on May 25, 2014 to pass along Johnny's apologies for his behavior during the flight. Stephen",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=184
11.pdf,timexy,184,August 2014,"TIMEX3 type=""DATE"" value=""2014-08-01T00:00:00""","August 2014, Bahamas:",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=184
11.pdf,DATE,184,August of 2014,,"In August of 2014, Johnny and I took a trip to the Bahamas to try to help Johnny",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=184
11.pdf,timexy,184,"August 17, 2014","TIMEX3 type=""DATE"" value=""2014-08-17T00:00:00""","On August 17, 2014, while in the Bahamas, Johnny and I got into a fight during",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=184
11.pdf,timexy,184,"August 17, 2014","TIMEX3 type=""DATE"" value=""2014-08-17T00:00:00""","On August 17, 2014, while in the Bahamas, Johnny and I got into a fight during",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=184
11.pdf,DATE,184,several days,,observed my injuries. We all continued to monitor Johnny for several days thereafter. Attached,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=184
11.pdf,timexy,184,"December 17, 2014","TIMEX3 type=""DATE"" value=""2014-12-17T00:00:00""","December 17, 2014, Los Angeles, California:",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=184
11.pdf,timexy,184,"December 17, 2014","TIMEX3 type=""DATE"" value=""2014-12-17T00:00:00""","December 17, 2014, Los Angeles, California:",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=184
11.pdf,timexy,185,"January 25, 2015","TIMEX3 type=""DATE"" value=""2015-01-25T00:00:00""","January 25, 2015, Tokyo, Japan:",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=185
11.pdf,timexy,185,"January 25, 2015","TIMEX3 type=""DATE"" value=""2015-01-25T00:00:00""","January 25, 2015, Tokyo, Japan:",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=185
11.pdf,timexy,185,March 2015,"TIMEX3 type=""DATE"" value=""2015-03-01T00:00:00""","March 2015, Australia:",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=185
11.pdf,timexy,185,"March 3, 2015","TIMEX3 type=""DATE"" value=""2015-03-03T00:00:00""","On March 3, 2015, I arrived in Australia to meet Johnny after I had been filming a",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=185
11.pdf,DATE,185,about a month,,"movie. It was the first time I had seen Johnny in about a month, and I noticed that Johnny had lost",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=185
11.pdf,DATE,185,the next few days,,"a lot of weight and was behaving erratically. At some point in the next few days, I watched",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=185
11.pdf,DATE,187,rch 2015,,"Ma rch 2015, Los  Ange le s , Ca lifornia :",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=187
11.pdf,DATE,187,J uly of 2015,,"pe a ce ful. The n, in J uly of 2015, J ohnny s ta rte d to drink wine  a nd s moke  ma rijua na  a ga in.",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=187
11.pdf,DATE,187,"26, 2015",,"Nove mbe r 26, 2015, Los  Ange le s , Ca lifornia :",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=187
11.pdf,DATE,187,"26, 2015",,"Nove mbe r 26, 2015, Los  Ange le s , Ca lifornia :",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=187
